27,58,35,53,21,11,33,35,25,28,49,32,32,49,30,5,14,18,24,41,56,46,13,51,3,22,44,17,15,8,13,8,57,50,44,21,54,36,35,32,31,13,45,2,23,8,52,52,55,29,26,53,54,17,38,53,11,61,2,24,4,34,27,6,22,53,27,45,1,15,48,25,53,5,13,50,55,52,1,38,47,60,26,34,61,7,42,6,52,17,14,50,40,5,44,32,43,25,35,28
49,55,30,1,47,49,44,61,44,31,28,3,46,29,40,1,48,28,40,50,59,26,51,48,39,49,47,54,6,47,61,41,11,27,45,51,52,37,16,19,29,11,10,41,61,18,12,28,20,32,14,14,20,41,24,32,56,25,17,26,38,51,3,59,32,20,41,32,28,54,51,11,51,33,53,49,10,40,53,39,29,29,36,24,46,11,44,30,49,34,51,42,49,4,20,45,15,61,20,10
5,11,58,17,58,10,51,23,50,12,2,53,55,36,49,55,12,24,59,30,21,23,5,60,50,8,37,30,61,11,60,34,20,2,43,16,49,52,26,55,26,47,47,45,36,45,43,7,11,53,15,12,52,37,30,56,37,8,5,1,29,53,21,27,52,11,45,40,27,29,23,32,2,51,46,6,41,61,54,34,61,57,59,4,60,56,12,55,27,58,26,57,38,56,11,6,28,41,17,40
57,14,27,18,9,50,57,60,4,23,12,9,58,14,39,48,56,25,39,15,46,27,52,57,41,30,25,3,53,54,28,2,23,10,6,28,41,60,31,7,51,17,33,22,10,20,5,26,38,44,61,61,51,39,26,7,15,32,21,55,46,52,42,54,35,41,15,17,22,28,52,57,50,32,54,43,23,25,17,21,43,11,1,50,53,33,61,32,17,33,8,13,33,58,41,43,39,32,40,23
56,30,50,57,54,46,61,50,28,27,5,11,41,13,29,32,33,3,47,48,44,24,40,49,46,57,35,18,51,55,10,18,35,51,58,58,40,3,20,22,27,7,43,16,51,35,7,10,16,15,16,58,57,52,59,3,26,57,8,29,54,4,4,15,12,16,43,35,13,49,43,31,42,39,42,34,27,50,25,3,13,28,29,22,58,26,5,18,4,25,6,3,28,40,40,24,8,53,52,12
3,36,47,60,48,22,38,44,18,4,43,41,45,35,18,60,46,54,45,40,13,1,58,9,36,54,10,40,35,46,1,38,15,28,26,8,7,20,49,35,38,10,11,44,25,6,26,12,51,46,47,23,56,43,35,55,42,45,10,16,17,2,25,1,25,23,2,61,14,60,50,27,30,4,37,30,13,35,36,61,6,55,48,6,13,6,33,38,35,56,10,33,5,22,49,51,21,26,43,37
42,20,51,33,25,51,15,7,58,42,53,38,33,39,42,24,40,55,36,7,50,53,29,28,51,45,59,16,60,42,32,32,14,40,42,52,45,38,22,13,22,60,56,15,12,1,58,34,8,16,38,22,12,51,1,40,31,46,42,8,45,13,5,34,17,59,52,34,2,17,25,40,11,55,32,12,21,8,42,27,18,61,9,2,50,10,40,43,53,31,53,36,19,18,22,61,35,3,16,46
6,51,17,35,8,19,48,19,7,17,11,13,11,53,47,38,18,38,9,31,17,49,26,53,23,16,29,57,28,23,17,39,25,26,40,47,30,26,2,53,15,9,52,1,45,33,42,60,13,31,49,13,33,30,23,59,33,24,56,46,34,12,29,60,19,34,53,51,15,3,34,1,47,9,3,1,31,6,33,55,24,54,57,7,54,1,58,7,25,9,47,29,42,28,16,37,59,4,48,6
13,47,52,6,17,58,20,13,11,6,47,33,50,28,17,15,30,22,35,58,29,50,61,41,16,56,39,60,29,21,25,40,29,42,61,43,35,56,60,10,60,5,18,25,59,40,8,16,15,50,22,32,39,20,3,58,61,20,36,58,35,3,26,7,39,6,36,41,31,9,16,24,14,7,14,61,12,16,38,15,25,48,5,3,24,52,9,46,41,57,1,20,23,39,4,34,47,45,45,35
61,4,46,27,30,40,3,15,23,38,51,49,35,4,24,49,51,26,54,59,14,33,46,30,31,32,19,8,11,41,21,15,32,30,29,29,13,27,34,61,25,57,17,20,24,44,35,27,32,20,3,37,37,56,39,60,35,7,51,47,56,47,47,10,60,21,54,54,4,43,59,4,44,44,60,24,30,27,37,24,9,1,11,10,30,58,28,42,44,1,60,30,53,44,15,20,50,23,24,4
60,53,60,16,15,36,32,21,5,36,59,2,60,38,11,45,4,46,60,56,28,60,7,24,59,4,46,26,33,25,47,14,56,33,25,57,15,25,30,37,46,42,6,32,21,50,19,39,41,42,33,57,9,35,58,22,44,4,14,4,53,21,38,48,29,39,39,9,17,32,46,9,8,56,45,41,38,57,48,60,35,13,33,51,55,24,14,37,2,29,43,45,13,24,8,7,41,1,42,18
47,50,12,8,1,55,13,26,59,2,44,40,34,10,28,29,36,56,43,5,45,52,14,15,40,12,45,6,5,39,27,27,43,38,49,54,20,16,12,47,4,20,13,54,37,56,11,17,28,61,59,42,61,54,49,2,22,10,35,25,44,25,46,12,33,24,4,12,21,10,9,30,43,13,41,8,7,53,10,59,36,33,19,31,4,48,16,14,29,46,32,5,17,1,10,11,33,34,9,57
34,13,15,26,36,43,34,38,47,60,13,27,2,9,43,37,58,7,1,37,2,30,48,40,20,47,26,36,32,43,38,19,61,59,32,2,38,32,53,29,53,49,9,13,43,31,1,48,2,21,2,50,10,42,25,18,4,35,15,14,37,27,61,29,18,50,17,47,47,21,11,7,27,59,30,53,32,47,56,10,46,27,7,19,2,38,48,25,40,50,59,37,37,41,36,38,26,21,13,20
24,17,3,13,39,30,54,52,20,52,48,45,56,48,10,6,55,44,3,11,32,20,17,13,6,34,7,59,50,50,36,56,8,57,14,31,31,23,21,6,59,6,22,7,49,57,27,20,37,54,46,39,25,27,22,17,52,48,61,44,40,19,37,19,47,22,33,11,5,36,22,47,46,31,20,7,25,17,40,57,23,17,40,36,49,22,24,20,11,35,33,32,1,6,50,47,51,36,7,60
53,44,56,40,28,15,16,2,45,54,4,29,15,59,56,18,27,4,4,46,31,8,15,42,49,59,14,45,41,57,29,43,46,8,13,27,19,24,43,12,45,32,49,35,46,37,25,58,22,41,21,29,1,28,48,37,29,59,24,59,3,7,51,44,37,9,38,1,39,47,37,59,57,15,18,60,52,45,47,23,3,32,22,21,48,17,56,29,18,23,5,7,46,19,55,39,9,22,31,50
45,45,37,22,33,12,50,32,39,20,50,7,5,56,8,13,9,23,57,60,39,36,60,33,35,33,11,35,48,51,26,6,42,5,48,20,61,1,38,4,24,37,34,48,44,22,6,8,56,36,42,27,34,12,28,39,28,34,48,61,22,35,31,11,45,32,19,53,6,8,28,17,40,16,2,26,59,49,58,30,2,35,52,52,43,36,26,56,7,28,23,8,8,3,58,1,53,51,5,32
17,6,61,48,18,13,29,30,22,51,9,39,6,47,15,4,53,29,55,14,7,9,45,32,13,44,33,7,1,60,57,35,9,48,19,53,3,39,24,14,33,55,40,21,14,16,18,23,1,27,19,26,45,26,41,54,53,39,53,28,20,11,39,42,5,38,35,18,61,18,56,35,9,53,12,56,42,41,8,28,51,10,53,32,16,13,31,4,30,45,58,48,14,17,56,16,17,30,12,33
51,23,33,3,3,31,45,49,21,30,54,34,51,57,48,3,21,14,30,45,30,19,4,23,52,1,13,5,14,7,15,20,17,20,23,48,4,4,36,54,50,25,59,60,3,10,44,50,59,35,35,25,40,29,19,36,54,22,43,7,28,41,33,23,44,7,55,48,9,53,7,43,33,49,10,16,15,23,60,53,21,40,51,47,14,57,25,15,38,4,40,46,24,13,52,13,14,19,56,51
25,41,45,15,44,47,31,22,32,3,24,20,23,17,32,28,8,43,22,4,15,29,50,26,32,50,50,61,12,49,49,1,22,23,55,17,11,14,41,41,5,43,8,55,47,19,21,43,31,59,45,8,2,10,4,52,51,41,18,21,32,56,40,36,10,8,13,26,55,14,32,36,32,19,7,39,53,46,6,17,56,15,25,35,40,23,30,45,31,5,45,25,59,26,25,52,52,39,34,39
26,18,49,44,12,2,12,51,33,10,60,58,30,40,9,25,3,40,53,36,36,34,19,58,43,24,4,29,38,15,51,16,34,46,34,11,51,40,10,9,41,54,30,18,26,47,30,33,33,40,25,56,58,7,7,27,59,5,37,2,2,42,16,2,58,61,40,39,54,7,30,29,25,22,49,21,14,38,11,48,11,47,13,5,10,14,50,59,13,59,55,34,45,61,61,29,3,52,23,7
41,48,7,28,22,21,10,17,2,35,14,1,44,45,54,57,11,47,2,25,40,13,59,7,60,13,60,9,3,24,12,57,58,36,39,50,43,35,29,11,55,18,2,50,55,24,20,6,21,6,24,49,14,38,17,25,19,1,52,40,16,60,22,52,6,57,60,15,19,23,18,60,41,6,4,9,11,31,52,2,10,50,21,39,42,50,11,11,47,51,35,60,30,8,30,58,20,55,14,55
1,8,54,49,13,39,39,8,29,40,8,8,43,44,19,8,39,50,29,55,26,44,56,47,5,6,51,44,47,6,31,4,16,16,60,46,37,50,52,52,21,28,12,52,27,14,14,36,44,55,52,21,46,58,15,49,45,58,55,52,51,40,12,20,9,48,7,14,30,34,2,48,52,61,34,40,9,22,19,5,57,2,2,18,44,30,6,41,24,15,29,9,47,31,34,27,10,57,61,42
23,61,23,39,4,4,26,54,51,1,21,25,9,11,20,52,23,53,52,51,52,21,42,20,14,58,8,58,57,30,45,5,30,18,9,24,39,44,18,60,28,16,42,39,39,51,37,41,36,25,60,55,38,55,57,47,55,6,16,57,39,30,23,61,2,47,21,5,41,38,36,19,17,47,22,37,44,18,13,12,16,52,18,14,20,43,38,39,8,38,18,38,57,49,39,33,48,15,1,27
