9,33,58,8,15,49,47,22,71,34,32,26,71,27,59,63,16,24,15,68,38,73,57,62,71,52,73,69,1,27,25,28,42,70,67,49,10,50,63,56,60,30,17,31,58,74,52,66,58,54,1,37,22,47,55,37,8,55,35,34,31,55,3,36,27,28,16,22,16,61,58,48,10,29,56,9,34,10,71,13,33,29,5,17,10,37,69,13,45,66,44,3,43,29,32,30,6,74,12,13
8,58,2,24,16,10,20,10,46,40,6,23,32,8,4,37,42,19,58,12,30,19,72,63,65,12,18,32,68,3,1,14,20,43,68,10,46,15,25,61,64,49,56,43,2,57,35,32,56,71,64,67,60,49,60,8,15,9,39,6,9,43,27,34,39,68,14,28,64,55,66,13,42,62,57,23,55,40,44,59,70,60,52,69,74,40,24,48,49,11,10,35,54,49,30,36,2,31,71,71
47,30,54,16,62,29,56,15,23,22,70,4,25,13,14,17,57,41,70,69,31,16,2,12,23,14,63,48,58,67,10,29,41,12,9,40,2,25,36,4,56,6,30,16,27,44,55,40,19,13,8,24,4,28,46,32,24,17,24,10,57,30,10,13,33,24,70,54,70,60,69,20,60,52,64,56,39,35,30,67,46,70,72,71,18,7,55,54,29,36,66,41,48,69,70,19,24,28,13,35
21,9,43,61,65,6,70,51,6,73,21,27,70,35,56,46,6,25,48,43,34,1,39,40,33,28,6,72,57,44,70,51,30,57,61,64,14,63,69,55,61,45,32,18,5,23,34,50,32,17,68,52,10,6,22,63,42,60,22,53,55,10,32,8,63,52,74,48,12,66,64,21,16,67,58,59,47,11,38,23,10,39,66,41,16,5,4,20,31,1,8,38,40,34,34,61,38,9,6,62
58,17,51,21,47,61,6,11,39,43,56,33,24,73,10,18,4,56,61,1,33,22,18,56,67,42,16,23,56,34,69,71,63,13,55,30,31,48,2,60,2,34,15,52,71,27,58,8,31,45,23,40,34,51,28,25,2,25,59,33,15,8,39,26,40,3,17,27,29,48,52,67,29,24,71,43,69,26,60,56,59,9,32,48,2,54,11,71,9,16,60,65,4,7,67,24,58,65,16,7
71,32,34,14,55,27,55,44,27,5,7,59,63,28,68,25,12,11,46,45,3,48,48,64,50,35,54,28,20,51,33,12,46,33,66,72,11,38,49,29,4,2,60,25,70,30,12,45,24,68,42,13,54,36,24,33,19,18,25,43,37,14,5,48,3,62,72,37,8,36,17,73,23,17,30,21,14,71,22,12,25,14,67,56,43,43,72,38,17,7,50,14,20,40,27,45,69,23,47,67
31,7,13,20,48,73,50,31,60,45,59,6,62,55,55,21,37,59,3,41,10,40,11,7,4,46,31,68,42,68,36,45,33,19,14,54,18,19,3,15,51,57,27,37,1,5,41,49,4,6,60,66,16,5,25,56,63,50,15,11,50,72,45,44,8,57,11,69,61,68,53,72,55,50,8,17,40,25,64,28,51,56,18,18,67,64,31,41,60,72,72,9,26,63,14,12,41,5,26,44
53,71,69,64,49,31,64,7,20,14,57,53,41,72,46,43,54,40,53,72,7,65,30,37,56,37,37,13,54,63,31,41,52,44,72,62,38,31,6,47,73,25,54,63,13,42,22,5,26,47,31,68,23,14,67,9,36,59,6,25,21,42,49,4,46,29,52,45,14,67,62,2,30,32,67,36,4,53,41,54,43,64,63,62,28,11,22,39,53,14,18,66,56,5,43,1,64,1,3,47
19,44,15,74,25,36,31,28,17,33,60,9,55,41,67,39,22,62,55,27,11,62,16,61,11,16,24,53,41,66,30,52,54,72,57,35,43,71,28,11,39,40,2,26,67,51,24,70,12,39,27,16,5,18,26,11,16,52,62,26,51,74,66,42,17,56,58,3,49,25,40,8,59,20,4,18,3,74,37,36,62,33,54,52,27,21,60,59,12,25,22,67,15,2,13,55,37,60,34,64
32,70,32,43,18,40,17,47,26,51,63,12,8,39,26,67,15,37,17,26,53,54,37,16,69,39,45,60,53,20,57,74,21,26,22,20,9,74,17,37,53,38,34,49,51,21,71,64,27,44,26,26,61,73,44,54,23,22,2,7,54,40,14,39,45,9,35,2,65,44,48,19,34,45,54,33,63,67,72,29,23,24,48,50,15,6,56,57,27,31,34,30,63,50,55,31,36,32,14,10
69,49,30,11,57,68,9,42,8,67,40,38,35,16,63,48,51,21,7,60,32,33,5,50,12,38,59,35,60,74,15,1,50,21,34,58,55,26,47,36,35,72,19,11,29,6,49,37,49,49,4,42,2,15,33,13,21,6,13,52,14,7,7,52,2,11,45,13,40,20,22,47,57,9,74,3,9,61,2,8,63,46,30,7,71,50,39,17,2,22,7,10,65,21,18,64,54,61,1,60
59,61,39,41,63,54,2,24,53,29,73,64,21,19,73,10,43,9,19,19,17,15,55,6,26,4,12,20,44,9,11,16,35,62,48,53,28,22,58,7,10,63,40,47,49,70,44,63,46,14,28,1,26,68,53,67,65,21,46,30,29,15,38,67,65,5,28,72,47,47,68,11,37,2,51,6,66,27,51,20,21,47,41,73,33,29,50,8,72,61,53,69,59,46,64,47,57,3,74,53
65,51,10,59,21,17,40,17,51,23,28,2,42,70,37,33,52,36,27,4,43,37,29,45,48,19,47,73,19,52,53,38,45,64,5,15,35,23,7,34,43,60,51,30,68,31,10,39,43,15,62,11,17,27,2,65,14,2,68,73,73,4,16,71,43,64,59,51,60,74,26,17,45,51,13,24,62,28,50,68,17,49,43,19,13,49,61,31,42,15,71,21,7,48,65,72,39,36,61,55
26,6,52,18,7,21,8,64,42,17,3,60,29,45,35,65,5,43,62,7,18,69,27,74,8,34,27,17,43,46,65,5,62,49,42,4,51,67,65,42,37,64,72,5,56,3,2,43,48,28,55,47,43,4,39,62,39,14,65,74,56,27,11,65,26,34,57,29,23,43,36,30,40,38,20,62,29,54,70,71,65,72,27,53,17,36,73,7,13,35,30,17,42,30,35,37,34,16,19,25
